1.5mv2g,netload,uncontrolled,Pmax,netload,uncontrolled,pmin,netload,uncontrolled,rampup,netload,uncontrolled,rampdown,,,1.5mv1g,netload,uncontrolled,pamx,netload,uncontrolled,pmin,netload,uncontrolled,rampup,netload,uncontrolled,rampdown
178,39481231.65,40502109.02,40757328.37,-3465527.46,-2444650.084,-2189430.74,12433498.94,13454376.31,13693785.6,10025390.96,11046268.34,11301487.68,,,,39481231.65,40502109.02,40757328.37,-3465527.46,-2444650.084,-2189430.74,12433498.94,13454376.31,13689224.76,10025390.96,11046268.34,11301487.68
179,39857337.6,40878214.97,41133434.32,-3353674.873,-2332797.497,-2077578.153,13101134.78,14122012.15,14377231.49,10272875.1,11293752.48,11543911.79,,,,39857337.6,40878214.97,41133434.32,-3353674.873,-2332797.497,-2077578.153,13101134.78,14122012.15,14377231.49,10272875.1,11293752.48,11532493.29
180,40356712.73,41377590.11,41632809.45,-3095150.408,-2074273.032,-1819053.689,14114368.45,15135245.82,15294173.45,10495269.54,11516146.92,11764284.77,,,,40356712.73,41377590.11,41632809.45,-3095150.408,-2074273.032,-1819053.689,14114368.45,15135245.82,15298751.32,10495269.54,11516146.92,11752866.26
181,40774452.39,41795329.76,42050549.11,-2918323.601,-1897446.225,-1642226.881,14969513.27,15990390.65,16189549.23,10686509.89,11707387.26,11962606.61,,,,40774452.39,41795329.76,42050549.11,-2918323.601,-1897446.225,-1642226.881,14969513.27,15990390.65,16207826.62,10686509.89,11707387.26,11962606.61
182,41184614.86,42205492.23,42460711.58,-2684491.093,-1663613.717,-1408394.373,15828360.69,16849238.06,17063358.82,10944441.98,11965319.36,12218797.37,,,,41184614.86,42205492.23,42460711.58,-2684491.093,-1663613.717,-1408394.373,15828360.69,16849238.06,17104457.41,10944441.98,11965319.36,12213088.11
183,41575999.63,42596877.01,42852096.35,-2554841.767,-1533964.392,-1278745.048,16813192.16,17834069.54,17915602.23,11176840.27,12197717.65,12452936.99,,,,41575999.63,42596877.01,42852096.35,-2554841.767,-1533964.392,-1278745.048,16813192.16,17834069.54,17992737.06,11176840.27,12197717.65,12452936.99
184,41978007.25,42998884.63,43254103.97,-2332891.833,-1312014.458,-1056795.114,17665239.74,18686117.12,18746279.45,11486261.34,12507138.71,12746618.63,,,,41978007.25,42998884.63,43254103.97,-2332891.833,-1312014.458,-1056795.114,17665239.74,18686117.12,18868572.21,11486261.34,12507138.71,12740909.38
185,42486702.16,43507579.54,43762798.88,-2062447.739,-1041570.364,-786351.0196,18625674.63,19646552.01,19555390.5,11742152.42,12763029.8,13018249.14,,,,42486702.16,43507579.54,43762798.88,-2062447.739,-1041570.364,-786351.0196,18625674.63,19646552.01,19731962.83,11742152.42,12763029.8,13018249.14
186,42911091.69,43931969.07,44187188.41,-1622603.181,-601725.806,-346506.4621,19619855.79,20640733.17,20342935.36,12075734.36,13096611.73,13351831.08,,,,42911091.69,43931969.07,44187188.41,-1622603.181,-601725.806,-346506.4621,19619855.79,20640733.17,20582908.94,12075734.36,13096611.73,13351831.08
187,43291961.72,44312839.09,44568058.44,-1255125.682,-234248.3064,20971.03745,20602139.12,21623016.49,21108914.04,12418882.45,13439759.82,13694979.16,,,,43291961.72,44312839.09,44568058.44,-1255125.682,-234248.3064,20971.03745,20602139.12,21623016.49,21421410.53,12418882.45,13439759.82,13694979.16
188,43576008.81,44596886.19,44852105.53,-788919.1508,231958.2247,487177.5686,21542522.9,22563400.28,21853326.53,12828977.65,13849855.03,14073994.75,,,,43576008.81,44596886.19,44852105.53,-788919.1508,231958.2247,487177.5686,21542522.9,22563400.28,22247467.6,12828977.65,13849855.03,14068285.5
189,43930960.58,44951837.95,45207057.3,-405975.1416,614902.2339,870121.5778,22606546.22,23627423.6,22576172.85,13154862.47,14175739.85,14430959.19,,,,43930960.58,44951837.95,45207057.3,-405975.1416,614902.2339,870121.5778,22606546.22,23627423.6,23061080.16,13154862.47,14175739.85,14430959.19
190,44180357.2,45201234.58,45456453.92,-84877.91992,935999.4556,1191218.799,23525580.64,24546458.02,23277452.97,13520835.4,14541712.78,14796932.12,,,,44180357.2,45201234.58,45456453.92,-84877.91992,935999.4556,1191218.799,23525580.64,24546458.02,23862248.21,13520835.4,14541712.78,14796932.12
191,44395173.04,45416050.42,45671269.76,345562.9896,1366440.365,1621659.709,24309725.48,25330602.85,23957166.92,13941969.79,14962847.17,15218066.51,,,,44395173.04,45416050.42,45671269.76,345562.9896,1366440.365,1621659.709,24309725.48,25330602.85,24650971.73,13941969.79,14962847.17,15218066.51
192,44943679.03,45964556.4,46219775.75,834972.9049,1855850.28,2111069.624,25427250.75,26448128.12,24615314.69,14466417.91,15487295.28,15673153.18,,,,44943679.03,45964556.4,46219775.75,834972.9049,1855850.28,2111069.624,25427250.75,26448128.12,25427250.75,14466417.91,15487295.28,15661734.67
193,45167653.53,46188530.91,46443750.25,1248188.941,2269066.317,2524285.661,26117706.15,27138583.52,25251896.27,14836588.83,15857466.2,16106188.7,,,,45167653.53,46188530.91,46443750.25,1248188.941,2269066.317,2524285.661,26117706.15,27138583.52,26143329.98,14836588.83,15857466.2,16094770.2
194,45432995.99,46453873.37,46709092.71,1662807.989,2683685.364,2938904.708,26846964.69,27867842.07,25866911.67,15241076.37,16261953.75,16517173.09,,,,45432995.99,46453873.37,46709092.71,1662807.989,2683685.364,2938904.708,26846964.69,27867842.07,26846964.69,15241076.37,16261953.75,16517173.09
195,45711012.74,46731890.11,46987109.46,2124934.945,3145812.32,3401031.664,27499645.98,28520523.35,26460360.88,15746227.97,16767105.34,17010009.57,,,,45711012.74,46731890.11,46987109.46,2124934.945,3145812.32,3401031.664,27499645.98,28520523.35,27499645.98,15746227.97,16767105.34,17002375.6
196,45995443.07,47016320.44,47271539.79,2505337.958,3526215.334,3781434.677,28103747.12,29124624.49,27032243.91,16204698.19,17225575.57,17480794.91,,,,45995443.07,47016320.44,47271539.79,2505337.958,3526215.334,3781434.677,28103747.12,29124624.49,28103747.12,16204698.19,17225575.57,17476945.48
197,46203764.64,47224642.01,47479861.36,2894282.913,3915160.288,4170379.632,28572219.28,29593096.66,27582560.76,16664786.01,17685663.39,17940882.73,,,,46203764.64,47224642.01,47479861.36,2894282.913,3915160.288,4170379.632,28572219.28,29593096.66,28692941.39,16664786.01,17685663.39,17940882.73
198,46655318.88,47676196.26,47931415.6,3321353.508,4342230.884,4597450.228,29269691.14,30290568.51,28111311.43,17253492.66,18274370.03,18529589.38,,,,46655318.88,47676196.26,47931415.6,3321353.508,4342230.884,4597450.228,29269691.14,30290568.51,29269691.14,17253492.66,18274370.03,18523528.07
199,46976982.28,47997859.66,48253079,3828982.902,4849860.277,5105079.621,29828131.64,30849009.02,28618495.92,17829286.52,18850163.9,19104280.68,,,,46976982.28,47997859.66,48253079,3828982.902,4849860.277,5105079.621,29828131.64,30849009.02,29828131.64,17829286.52,18850163.9,19095540.77
200,47200091.42,48220968.8,48476188.14,4338555.078,5359432.454,5614651.798,30318815.97,31339693.35,29104114.22,18380824.12,19401701.5,19656920.84,,,,47200091.42,48220968.8,48476188.14,4338555.078,5359432.454,5614651.798,30318815.97,31339693.35,30333516.31,18380824.12,19401701.5,19656920.84
201,47526781.12,48547658.5,48802877.84,4957316.912,5978194.287,6233413.631,30826456.46,31847333.84,29568166.34,18983710.51,20004587.89,20259807.23,,,,47526781.12,48547658.5,48802877.84,4957316.912,5978194.287,6233413.631,30826456.46,31847333.84,30826456.46,18983710.51,20004587.89,20259807.23
202,47871281.63,48892159,49147378.35,5406444.801,6427322.176,6682541.52,31191371.66,32212249.04,30010652.27,19609422.83,20630300.21,20885519.55,,,,47871281.63,48892159,49147378.35,5406444.801,6427322.176,6682541.52,31191371.66,32212249.04,31247842.14,19609422.83,20630300.21,20885519.55
203,48166028.54,49186905.91,49442125.26,5968628.787,6989506.163,7244725.507,31595089.51,32615966.88,30431572.03,20259362.73,21280240.1,21535459.44,,,,48166028.54,49186905.91,49442125.26,5968628.787,6989506.163,7244725.507,31595089.51,32615966.88,31656783.3,20259362.73,21280240.1,21535459.44
204,48659069.1,49679946.48,49935165.82,6721443.982,7742321.358,7997540.702,32053279.95,33074157.33,30830925.6,21208463.48,22229340.86,22260330.81,,,,48659069.1,49679946.48,49609528.19,6721443.982,7742321.358,7997540.702,32053279.95,33074157.33,32053279.95,21208463.48,22229340.86,22231701.8
205,49059066.83,50079944.2,50335163.55,7414065.431,8434942.806,8690162.15,32201198.64,33222076.02,31208712.99,21859709.27,22880586.65,22963151.03,,,,49059066.83,50079944.2,49609528.19,7414065.431,8434942.806,8690162.15,32201198.64,33222076.02,32282445.95,21859709.27,22880586.65,22917311.51
206,49491628.16,50512505.53,50767724.88,8126182.656,9147060.031,9402279.375,32476411.1,33497288.47,31564934.19,22669834.24,23690711.61,23643920.12,,,,49491628.16,50512505.53,49609528.19,8126182.656,9147060.031,9402279.375,32476411.1,33497288.47,32499167.43,22669834.24,23690711.61,23592288.6
207,49876901.19,50897778.56,51152997.91,8878129.123,9899006.499,10154225.84,32659037.63,33679915.01,31899589.21,23470501.54,24491378.91,24302638.06,,,,49876901.19,50897778.56,49876901.19,8878129.123,9899006.499,10154225.84,32659037.63,33679915.01,32703444.39,23470501.54,24491378.91,24256633.05
208,50273839.98,51294717.35,51235055.16,9533672.804,10554550.18,10809769.52,32846701.65,33867579.02,32212678.05,24205946.9,25226824.28,24939304.86,,,,50273839.98,51294717.35,50273839.98,9533672.804,10554550.18,10809769.52,32846701.65,33867579.02,32895276.84,24205946.9,25226824.28,24910344.86
209,50590219.18,51611096.56,51235055.16,10224027.48,11244904.85,11500124.2,32938814.91,33959692.29,32504200.71,24949490.28,25970367.65,25553920.53,,,,50590219.18,51611096.56,50590219.18,10224027.48,11244904.85,11500124.2,32938814.91,33959692.29,33074664.77,24949490.28,25970367.65,25553424.05
210,51007270.8,52028148.17,51235055.16,10956411.73,11977289.1,12232508.45,33085176.45,34106053.82,32774157.18,25810212.56,26831089.94,26146485.06,,,,51007270.8,52028148.17,51007270.8,10956411.73,11977289.1,12232508.45,33085176.45,34106053.82,33241608.18,25810212.56,26831089.94,26185870.6
211,51391921,52412798.38,51235055.16,11680621.18,12701498.55,12956717.9,33202053.13,34222930.5,33022547.47,26521176.15,27542053.53,26716998.44,,,,51391921,52412798.38,51391921,11680621.18,12701498.55,12956717.9,33202053.13,34222930.5,33396107.08,26521176.15,27542053.53,26807684.51
212,51774547.45,52795424.83,51235055.16,12290753.83,13311631.21,13566850.55,33272219.69,34293097.06,33249371.58,27231118.08,28251995.45,27265460.69,,,,51774547.45,52795424.83,51774547.45,12290753.83,13311631.21,13566850.55,33272219.69,34293097.06,33538161.46,27231118.08,28251995.45,27418865.8
213,52160162.32,53181039.7,51235055.16,12940392.41,13961269.79,14216489.13,33312779.63,34333657.01,33454629.51,27913338.97,28934216.35,27791871.8,,,,52160162.32,53181039.7,52160162.32,12940392.41,13961269.79,14216489.13,33312779.63,34333657.01,33667771.33,27913338.97,28934216.35,28019414.45
214,52368176.29,53389053.66,51235055.16,13634056.59,14654933.96,14910153.31,33346778.28,34367655.66,33638321.25,28447056.73,29467934.11,28296231.76,,,,52368176.29,53389053.66,52368176.29,13634056.59,14654933.96,14910153.31,33346778.28,34367655.66,33784936.68,28447056.73,29467934.11,28609330.46
215,52736892.95,53757770.33,51460796.23,14151314.98,15172192.36,15427411.7,33356389.45,34377266.83,33800446.81,29025133.67,30046011.05,28778540.59,,,,52736892.95,53757770.33,52736892.95,14151314.98,15172192.36,15427411.7,33356389.45,34377266.83,33889657.51,29025133.67,30046011.05,29188613.84
216,53160137.88,54181015.26,51884041.16,14914750.53,15935627.9,16190847.25,33396307.72,34417185.09,33941006.19,29757264.59,30778141.97,29238798.28,,,,53160137.88,54181015.26,53160137.88,14914750.53,15935627.9,16190847.25,33396307.72,34417185.09,33981933.83,29757264.59,30778141.97,29757264.59
217,53514953.03,54535830.4,52238856.31,15382903.69,16403781.07,16659000.41,33415415.83,34436293.2,34059999.38,30111798.57,31132675.95,29677004.83,,,,53514953.03,54535830.4,53514953.03,15382903.69,16403781.07,16659000.41,33415415.83,34436293.2,34061765.63,30111798.57,31132675.95,30111798.57
218,53735716.85,54756594.22,52459620.13,15811164.39,16832041.76,17087261.11,33437606.8,34458484.17,34157426.39,30404286.63,31425164,30093160.24,,,,53735716.85,54756594.22,53735716.85,15811164.39,16832041.76,17087261.11,33437606.8,34458484.17,34129152.92,30404286.63,31425164,30411060.41
219,53986640.93,55007518.3,52710544.21,16199002.66,17219880.03,17475099.38,33438977.95,34459855.33,34233287.22,30699689.62,31720567,30487264.51,,,,53986640.93,55007518.3,53986640.93,16199002.66,17219880.03,17475099.38,33438977.95,34459855.33,34184095.69,30699689.62,31720567,30699689.62
220,54087997.18,55108874.55,52811900.46,16441020.5,17461897.88,17717117.22,33280761.35,34301638.73,34287581.87,30864024.76,31884902.13,30859317.64,,,,54087997.18,55108874.55,54087997.18,16441020.5,17461897.88,17717117.22,33280761.35,34301638.73,34226593.94,30864024.76,31884902.13,30950448.89
221,54162167.48,55183044.86,52886070.77,16761588.75,17782466.13,18037685.47,33219041.68,34239919.05,34320310.33,31055323.09,32076200.46,31209319.63,,,,54162167.48,55183044.86,54162167.48,16761588.75,17782466.13,18037685.47,33219041.68,34239919.05,34256647.68,31055323.09,32076200.46,31190575.52
222,54288316.44,55309193.81,53012219.72,17064162.4,18085039.77,18340259.12,33122322.81,34143200.19,34331472.61,31245217.48,32266094.85,31537270.48,,,,54288316.44,55309193.81,54288316.44,17064162.4,18085039.77,18330356.85,33122322.81,34143200.19,34274256.9,31245217.48,32266094.85,31420069.53
223,54304429.97,55325307.35,53028333.25,17386483.54,18407360.92,18662580.26,33180905.54,34201782.91,34321068.71,31402435.08,32423312.45,31843170.19,,,,54304429.97,55325307.35,54304429.97,17386483.54,18407360.92,18330356.85,33180905.54,34201782.91,34279421.61,31402435.08,32423312.45,31638930.89
224,54339781.68,55360659.05,53063684.96,17678716.75,18699594.13,18954813.47,33013001.91,34033879.28,34289098.63,31568029.35,32588906.73,32127018.76,,,,54339781.68,55360659.05,54339781.68,17678716.75,18699594.13,18330356.85,33013001.91,34033879.28,34272141.8,31568029.35,32588906.73,31847159.63
225,54322790.32,55343667.69,53046693.6,17958125.84,18979003.21,19192314.04,32976320.75,33997198.13,34252417.47,31765505.81,32786383.19,32388816.19,,,,54322790.32,55343667.69,54322790.32,17958125.84,18979003.21,18330356.85,32976320.75,33997198.13,34252417.47,31765505.81,32786383.19,32044755.73
226,54221103.6,55241980.98,52945006.88,18198886.86,19219764.24,19192314.04,33002591.37,34023468.74,34245134.82,31924637.47,32945514.84,32628562.49,,,,54221103.6,55241980.98,54221103.6,18198886.86,19219764.24,18330356.85,33002591.37,34023468.74,34240573.98,31924637.47,32945514.84,32231719.19
227,54097645.53,55118522.91,52821548.81,18520160.07,19541037.44,19192314.04,32940189.26,33961066.64,34216285.98,32063325.28,33084202.66,32846257.64,,,,54097645.53,55118522.91,54097645.53,18520160.07,19541037.44,18520160.07,32940189.26,33961066.64,34216285.98,32063325.28,33084202.66,32408050.02
228,53988337.69,55009215.06,52712240.97,18715187.86,19736065.24,19192314.04,32948406.82,33969284.19,34191139.89,32261469.04,33282346.42,33041901.65,,,,53988337.69,55009215.06,53988337.69,18715187.86,19736065.24,18715187.86,32948406.82,33969284.19,34186579.06,32261469.04,33282346.42,32573748.22
229,53732882.51,54753759.88,52456785.79,18884871.14,19905748.52,19192314.04,32868330.9,33889208.28,34144427.62,32271832.28,33292709.65,33215494.53,,,,53732882.51,54753759.88,53732882.51,18884871.14,19905748.52,18884871.14,32868330.9,33889208.28,34144427.62,32271832.28,33292709.65,32728813.79
230,53415557.72,54436435.09,52139461,19008749.96,20029627.34,19192314.04,32854927.81,33875805.19,34102979.89,32347971.89,33368849.27,33367036.26,,,,53415557.72,54436435.09,53415557.72,19008749.96,20029627.34,19008749.96,32854927.81,33875805.19,34098419.05,32347971.89,33368849.27,32873246.72
231,53178295.51,54199172.89,51902198.79,19180176.34,20201053.71,19192314.04,32763869.25,33784746.62,34039965.97,32300732.6,33321609.97,33496526.86,,,,53178295.51,54199172.89,53178295.51,19180176.34,20201053.71,19180176.34,32763869.25,33784746.62,34039965.97,32300732.6,33321609.97,33007047.02
232,52939401.81,53960279.19,51663305.09,19204051.41,20224928.79,19192314.04,32723983.74,33744861.11,34000080.45,32373745.4,33394622.77,33603966.31,,,,52939401.81,53960279.19,52939401.81,19204051.41,20224928.79,19204051.41,32723983.74,33744861.11,33995868.59,32373745.4,33394622.77,33130214.69
233,52664625.4,53685502.78,51388528.69,19262584.69,20283462.07,19192314.04,32728268.33,33749145.7,33981314.01,32471683.49,33492560.86,33689354.63,,,,52664625.4,53685502.78,52664625.4,19262584.69,20283462.07,19262584.69,32728268.33,33749145.7,33939326.7,32471683.49,33492560.86,33242749.72
234,52301373.68,53322251.06,51235055.16,19372859.31,20393736.68,19192314.04,32664884.66,33685762.04,33940981.38,32476595.09,33497472.46,33752691.81,,,,52301373.68,53322251.06,52301373.68,19372859.31,20393736.68,19372859.31,32664884.66,33685762.04,33870340.29,32476595.09,33497472.46,33344652.12
235,51902853.01,52923730.39,51235055.16,19480220.24,20501097.62,19192314.04,32640262.95,33661140.32,33886769.96,32582619.45,33603496.83,33835772.16,,,,51902853.01,52923730.39,51902853.01,19480220.24,20501097.62,19480220.24,32640262.95,33661140.32,33788909.37,32582619.45,33603496.83,33435921.88
236,51663758.05,52684635.42,51235055.16,19596643.79,20617521.17,19192314.04,32548724.95,33569602.33,33810992.35,32620704.65,33641582.03,33896801.37,,,,51663758.05,52684635.42,51663758.05,19596643.79,20617521.17,19596643.79,32548724.95,33569602.33,33695033.93,32620704.65,33641582.03,33516559.01
237,51413251.07,52434128.45,51235055.16,19634725.98,20655603.36,19192314.04,32437551.85,33458429.22,33713648.57,32733055.67,33753933.04,34003835.23,,,,51413251.07,52434128.45,51413251.07,19634725.98,20655603.36,19634725.98,32437551.85,33458429.22,33588713.97,32733055.67,33753933.04,33586563.51
238,51112872.7,52133750.08,51235055.16,19862786.52,20883663.89,19192314.04,32365753.79,33386631.17,33610763.41,32817739.28,33838616.65,34088817.94,,,,51112872.7,52133750.08,51112872.7,19862786.52,20883663.89,19862786.52,32365753.79,33386631.17,33469949.5,32817739.28,33838616.65,33645935.37
239,50861217.29,51882094.66,51235055.16,19896024.31,20916901.69,19192314.04,32210215.35,33231092.73,33486312.07,32875652.8,33896530.18,34151749.52,,,,50861217.29,51882094.66,50861217.29,19896024.31,20916901.69,19896024.31,32210215.35,33231092.73,33338740.51,32875652.8,33896530.18,33694674.6
240,50687497.08,51708374.45,51235055.16,20018637.4,21039514.78,19192314.04,32101490.97,33122368.35,33352368.13,32961053.58,33981930.96,34212308.72,,,,50687497.08,51708374.45,50687497.08,20018637.4,21039514.78,20018637.4,32101490.97,33122368.35,33195087,32961053.58,33981930.96,33732781.2
241,50433189.02,51454066.39,51235055.16,20083476.22,21104353.59,19192314.04,31933294.53,32954171.9,33196858.01,32974720.05,33995597.43,34250816.77,,,,50433189.02,51454066.39,50433189.02,20083476.22,21104353.59,20083476.22,31933294.53,32954171.9,33038988.98,32974720.05,33995597.43,33760255.17
242,50328857.07,51349734.45,51235055.16,20185233.61,21206110.99,19192314.04,31748739.9,32769617.28,33019781.7,33062826.18,34083703.55,34281526.58,,,,50328857.07,51349734.45,50328857.07,20185233.61,21206110.99,20185233.61,31748739.9,32769617.28,32870446.45,33062826.18,34083703.55,33777096.5
243,50221311.46,51242188.84,51235055.16,20164492.59,21185369.97,19192314.04,31587048.77,32607926.14,32821139.22,33038416.14,34059293.52,34290185.25,,,,50221311.46,51242188.84,50221311.46,20164492.59,21185369.97,20164492.59,31587048.77,32607926.14,32689459.39,33038416.14,34059293.52,33783305.19
244,50166789.02,51187666.4,51235055.16,20179085.57,21199962.94,19192314.04,31324833.83,32345711.2,32600930.55,33022498.38,34043375.75,34276792.78,,,,50166789.02,51187666.4,50166789.02,20179085.57,21199962.94,20179085.57,31324833.83,32345711.2,32496027.82,33022498.38,34043375.75,33778881.26
245,50184859.34,51205736.71,51235055.16,20165897.13,21186774.5,19192314.04,31133289,32154166.37,32385047.01,33010038.21,34030915.59,34241349.17,,,,50184859.34,51205736.71,50184859.34,20165897.13,21186774.5,20165897.13,31133289,32154166.37,32290151.74,33010038.21,34030915.59,33763824.68
246,50191568.03,51212445.4,51235055.16,20163243.53,21184120.9,19192314.04,30872769.41,31893646.79,32147597.28,32907757.7,33928635.07,34183854.42,,,,50191568.03,51212445.4,50191568.03,20163243.53,21184120.9,20163243.53,30872769.41,31893646.79,32071831.14,32907757.7,33928635.07,33738135.48
247,50136470.71,51157348.09,51235055.16,20141499.73,21162377.11,19192314.04,30612484.66,31633362.03,31888581.38,32884194.8,33905072.17,34136245.41,,,,50136470.71,51157348.09,50136470.71,20141499.73,21162377.11,20141499.73,30612484.66,31633362.03,31841066.02,32884194.8,33905072.17,33701813.64
248,50185901.18,51206778.56,51235055.16,20113336.81,21134214.18,19192314.04,30377121.32,31397998.69,31634405.26,32799994.14,33820871.52,34066585.27,,,,50185901.18,51206778.56,50185901.18,20113336.81,21134214.18,20113336.81,30377121.32,31397998.69,31597856.39,32799994.14,33820871.52,33654859.17
249,50328032.34,51348909.71,51235055.16,20142659.92,21163537.29,19192314.04,30082566.23,31103443.61,31358662.95,32736085.2,33756962.57,33974873.99,,,,50328032.34,51348909.71,50328032.34,20142659.92,21163537.29,20142659.92,30082566.23,31103443.61,31342202.24,32736085.2,33756962.57,33597272.07
250,50335847.75,51356725.13,51235055.16,20077292.09,21098169.47,19192314.04,29798006.85,30818884.23,31074103.57,32585014.85,33605892.22,33861111.57,,,,50335847.75,51356725.13,50335847.75,20077292.09,21098169.47,20077292.09,29798006.85,30818884.23,31074103.57,32585014.85,33605892.22,33529052.33
251,50365176.95,51386054.32,51235055.16,20075222.26,21096099.64,19192314.04,29583299.48,30604176.85,30836173.13,32497319.19,33518196.57,33764580.63,,,,50365176.95,51386054.32,50365176.95,20075222.26,21096099.64,20075222.26,29583299.48,30604176.85,30831612.29,32497319.19,33518196.57,33450199.96
252,50414620.95,51435498.33,51235055.16,20034913.5,21055790.87,19192314.04,29300579.78,30321457.16,30576676.5,32388232.72,33409110.1,33645998.56,,,,50414620.95,51435498.33,50414620.95,20034913.5,21055790.87,20034913.5,29300579.78,30321457.16,30576676.5,32388232.72,33409110.1,33360714.95
253,50354503.68,51375381.05,51235055.16,19883578.28,20904455.66,19192314.04,29043925.76,30064803.14,30320022.48,32229268.62,33250146,33505365.34,,,,50354503.68,51375381.05,50354503.68,19883578.28,20904455.66,19883578.28,29043925.76,30064803.14,30320022.48,32229268.62,33250146,33260597.32
254,50259220.66,51280098.04,51235055.16,19855682.28,20876559.66,19192314.04,28865045.6,29885922.98,30095327.71,32085205.29,33106082.67,33361302.01,,,,50259220.66,51280098.04,50259220.66,19855682.28,20876559.66,19855682.28,28865045.6,29885922.98,30077525.31,32085205.29,33106082.67,33149847.04
255,50261224.64,51282102.01,51235055.16,19759623.86,20780501.24,19192314.04,28593190.61,29614067.99,29849066.76,31931797.15,32952674.53,33196345.84,,,,50261224.64,51282102.01,50261224.64,19759623.86,20780501.24,19759623.86,28593190.61,29614067.99,29822583.62,31931797.15,32952674.53,33028464.14
256,50064873.04,51085750.41,51235055.16,19631331.25,20652208.63,19192314.04,28312905.56,29333782.94,29581239.62,31733241.81,32754119.18,33009338.52,,,,50064873.04,51085750.41,50064873.04,19631331.25,20652208.63,19631331.25,28312905.56,29333782.94,29555197.42,31733241.81,32754119.18,32896448.6
257,49997801.71,51018679.09,51235055.16,19562945.49,20583822.87,19192314.04,28015749.58,29036626.96,29291846.3,31571663.1,32592540.48,32834005.16,,,,49997801.71,51018679.09,49997801.71,19562945.49,20583822.87,19562945.49,28015749.58,29036626.96,29275366.71,31571663.1,32592540.48,32753800.43
258,49836817.24,50857694.62,51112913.96,19448568.95,20469446.33,19192314.04,27706994.75,28727872.13,28983091.47,31360523.94,32381401.32,32636620.66,,,,49836817.24,50857694.62,49836817.24,19448568.95,20469446.33,19448568.95,27706994.75,28727872.13,28983091.47,31360523.94,32381401.32,32600519.62
259,49696817.22,50717694.59,50972913.94,19414117.74,20434995.12,19192314.04,27455153.18,28476030.56,28731249.9,31160509.46,32181386.84,32436606.18,,,,49696817.22,50717694.59,49696817.22,19414117.74,20434995.12,19414117.74,27455153.18,28476030.56,28731249.9,31160509.46,32181386.84,32436606.18
260,49553578.97,50574456.35,50829675.69,19320489.43,20341366.8,19192314.04,27219937.22,28240814.59,28492022.07,31043791.81,32064669.18,32274592.49,,,,49553578.97,50574456.35,49609528.19,19320489.43,20341366.8,19320489.43,27219937.22,28240814.59,28487461.23,31043791.81,32064669.18,32268883.24
261,49310101.14,50330978.52,50586197.86,19257929.56,20278806.94,19192314.04,26955131.32,27976008.7,28231228.04,30814430.95,31835308.32,32090527.67,,,,49310101.14,50330978.52,49609528.19,19257929.56,20278806.94,19257929.56,26955131.32,27976008.7,28231228.04,30814430.95,31835308.32,32090527.67
262,49109232.97,50130110.34,50385329.69,19212686.09,20233563.46,19192314.04,26693871.93,27714749.31,27969968.65,30635218.94,31656096.31,31911315.66,,,,49109232.97,50130110.34,49609528.19,19212686.09,20233563.46,19212686.09,26693871.93,27714749.31,27969968.65,30635218.94,31656096.31,31911315.66
263,48787849.91,49808727.29,50063946.63,19065337.9,20086215.27,19192314.04,26532455.82,27553333.19,27751626.18,30452908.18,31473785.55,31729004.9,,,,48787849.91,49808727.29,49609528.19,19065337.9,20086215.27,19065337.9,26532455.82,27553333.19,27747065.34,30452908.18,31473785.55,31729004.9
264,48566969.58,49587846.96,49843066.3,19081635.26,20102512.64,19192314.04,26235620.8,27256498.18,27511717.52,30382121.58,31402998.95,31565010.5,,,,48566969.58,49587846.96,49609528.19,19081635.26,20102512.64,19081635.26,26235620.8,27256498.18,27511717.52,30382121.58,31402998.95,31553591.99
265,48228723.83,49249601.2,49504820.55,18976792.76,19997670.13,19192314.04,26059383.13,27080260.51,27297771.14,30125751.86,31146629.23,31378964.96,,,,48228723.83,49249601.2,49504820.55,18976792.76,19997670.13,18976792.76,26059383.13,27080260.51,27288649.47,30125751.86,31146629.23,31367546.45
266,47891811.44,48912688.82,49167908.16,18927518.65,19948396.03,19192314.04,25793780.37,26814657.74,27062258.57,29894771.56,30915648.94,31170868.28,,,,47891811.44,48912688.82,49167908.16,18927518.65,19948396.03,18927518.65,25793780.37,26814657.74,27053136.9,29894771.56,30915648.94,31170868.28
267,47416501.16,48437378.53,48692597.88,18867363.55,19888240.93,19192314.04,25529083.1,26549960.48,26805179.82,29755537.38,30776414.75,31031634.1,,,,47416501.16,48437378.53,48692597.88,18867363.55,19888240.93,18867363.55,25529083.1,26549960.48,26805179.82,29755537.38,30776414.75,31030464.08
268,47063659.14,48084536.51,48339755.86,18820595.11,19841472.49,19192314.04,25302925.44,26323802.82,26579022.16,29603330.52,30624207.9,30879427.24,,,,47063659.14,48084536.51,48339755.86,18820595.11,19841472.49,18820595.11,25302925.44,26323802.82,26579022.16,29603330.52,30624207.9,30879427.24
269,46563978.09,47584855.47,47840074.81,18713480.33,19734357.71,19192314.04,25089229.37,26110106.75,26365326.09,29489398.61,30510275.98,30748102.14,,,,46563978.09,47584855.47,47840074.81,18713480.33,19734357.71,18713480.33,25089229.37,26110106.75,26364397.7,29489398.61,30510275.98,30736683.63
